nome_personagem,nivel,raca,classe,forca,destreza,constituicao,sabedoria,inteligencia,carisma
Cora Del'Vyre,5,Humano,Paladino,12,8,19,18,13,18
Blurg Swiftfoot,10,Humano,Monge,9,14,10,11,10,19
Viconia Cliffgate,7,Meio-Elfo,Ladino,13,8,12,9,16,14
Lae'zel Ansur,4,Dragonborn,Monge,14,13,18,17,11,8
Volothamp Starseeker,1,Dragonborn,Guerreiro,8,18,12,16,11,17
Bex Sunstrider,11,Tiefling,Monge,13,17,13,14,15,12
Omeluum Bloodaxe,2,Halfling,Bruxo,15,18,16,8,14,11
Sazza Stoutbeard,10,Dragonborn,Ladino,19,17,8,15,14,17
Raphael Darkweaver,10,Elfo,Bardo,12,15,19,10,17,10
Elminster Bloodaxe,4,Dragonborn,Paladino,19,14,17,11,14,9
Blurg Swiftfoot,1,Elfo,Druida,14,11,13,19,17,16
Roah Spellweaver,8,Orc,Ladino,17,8,8,12,18,15
Sazza Brightwood,9,Halfling,Patrulheiro,13,8,13,8,12,17
Sarevok Cliffgate,4,Anão,Clérigo,11,11,9,13,14,9
Cora Ironfist,10,Humano,Mago,14,12,15,17,11,13
Danis Nightbreeze,3,Halfling,Guerreiro,17,19,18,13,15,10
Bex Hallowtide,2,Tiefling,Bruxo,16,14,10,9,16,10
Nere Spellweaver,5,Humano,Mago,17,11,17,18,19,12
Zevlor Ansur,3,Elfo,Patrulheiro,17,17,13,17,10,14
Lae'zel Windrunner,10,Githyanki,Feiticeiro,14,19,13,13,14,14
Nere Ravengard,7,Halfling,Druida,19,8,11,15,19,18
Rath Brightwood,11,Tiefling,Ladino,12,18,12,13,17,17
Raphael Stormwind,6,Elfo,Monge,14,17,9,11,16,8
Sarevok Sunstrider,1,Tiefling,Ladino,10,14,17,11,8,18
Halsin Stonefoot,12,Tiefling,Ladino,9,9,17,16,9,14
Minthara Anchev,8,Tiefling,Patrulheiro,18,18,15,13,14,14
Elminster Ironfist,2,Halfling,Patrulheiro,12,9,17,15,9,13
Abdirak Cliffgate,5,Githyanki,Bardo,11,15,14,15,14,13
Bex Stoutbeard,9,Elfo,Clérigo,12,19,17,14,8,9
Dror Dekarios,8,Anão,Mago,15,17,13,10,10,10
Shadowheart Stormwind,2,Elfo,Monge,19,17,14,17,12,10
Astarion Ironfist,9,Dragonborn,Monge,11,17,19,8,19,10
Omeluum Ravengard,5,Humano,Bardo,16,12,8,12,18,9
Abdirak Firebrand,10,Githyanki,Patrulheiro,14,17,12,17,13,16
Ragzlin Stormwind,6,Halfling,Paladino,17,9,14,17,16,13
Bex Anchev,3,Meio-Elfo,Clérigo,19,12,8,9,16,9
Viconia Windrunner,3,Anão,Bardo,14,15,9,19,10,10
Rath Ironfist,10,Humano,Monge,15,13,16,17,15,17
Viconia Nightbreeze,8,Meio-Elfo,Ladino,19,10,19,9,11,13
Omeluum Silverfrond,11,Dragonborn,Clérigo,13,15,10,14,14,11
Kagha Dekarios,10,Elfo,Paladino,15,16,13,18,13,14
Rath Windrunner,10,Elfo,Patrulheiro,10,12,14,10,15,13
Voss Hallowtide,12,Githyanki,Bardo,17,9,16,15,13,13
Raphael Ironfist,2,Halfling,Patrulheiro,17,9,12,16,11,19
Brem Windrunner,11,Halfling,Bardo,8,14,11,15,9,10
Danis Sunstrider,12,Humano,Monge,13,8,18,13,14,18
Karlach Dekarios,12,Gnomo,Paladino,8,17,19,12,18,15
Mizora Firebrand,2,Dragonborn,Bardo,16,19,9,10,18,16
Omeluum Ansur,5,Gnomo,Monge,9,9,10,10,11,13
Barcus Starseeker,6,Tiefling,Bardo,18,17,12,14,16,9
Alfira Del'Vyre,12,Anão,Patrulheiro,9,11,18,12,16,8
Voss Bloodaxe,2,Elfo,Ladino,14,8,9,19,14,10
Elminster Cliffgate,5,Humano,Monge,9,11,11,13,12,10
Raphael Stormwind,7,Gnomo,Bruxo,17,19,8,13,10,15
Minsc Nightbreeze,10,Githyanki,Bruxo,15,18,11,16,10,12
Abdirak Ansur,10,Orc,Clérigo,13,17,14,8,16,8
Shadowheart Cliffgate,8,Halfling,Clérigo,14,12,19,15,16,18
Minsc Cliffgate,12,Elfo,Ladino,14,16,10,17,19,11
Minsc Stonefoot,7,Humano,Guerreiro,13,8,17,12,18,14
Rath Shadowdancer,8,Meio-Elfo,Bruxo,17,19,15,13,11,12
Elminster Ravengard,12,Anão,Guerreiro,18,12,13,13,18,17
Astarion Spellweaver,9,Tiefling,Feiticeiro,16,9,13,8,8,13
Roah Swiftfoot,5,Githyanki,Ladino,16,16,8,10,17,17
Rath Stonefoot,5,Dragonborn,Paladino,14,13,12,19,12,11
Roah Stormwind,11,Githyanki,Bruxo,16,9,10,13,15,9
Kagha Hallowtide,10,Tiefling,Patrulheiro,17,10,17,18,17,16
Voss Del'Vyre,4,Orc,Ladino,10,15,8,18,11,9
Gale Silverfrond,9,Dragonborn,Monge,10,8,15,16,17,9
Blurg Firebrand,5,Dragonborn,Druida,8,19,14,13,17,19
Aradin Goldseeker,2,Humano,Patrulheiro,12,10,14,19,11,9
Sazza Darkweaver,10,Githyanki,Bardo,11,17,19,13,19,8
Raphael Del'Vyre,8,Elfo,Bruxo,9,8,17,8,16,19
Sarevok Dekarios,7,Tiefling,Bardo,16,18,17,16,16,19
Alfira Ravengard,8,Orc,Bruxo,10,18,17,11,14,10
Blurg Ansur,12,Orc,Guerreiro,15,15,11,9,17,13
Elminster Dekarios,3,Halfling,Ladino,13,8,18,8,15,14
Minthara Moonbreeze,4,Anão,Monge,12,12,13,10,19,8
Sarevok Sunstrider,5,Humano,Ladino,8,11,16,10,19,12
Bhaal Swiftfoot,6,Humano,Mago,11,14,10,12,11,12
Brem Starseeker,1,Meio-Elfo,Bruxo,10,12,16,8,15,8
Alfira Nightbreeze,4,Humano,Mago,8,15,11,14,13,11
Jaheira Stonefoot,11,Dragonborn,Clérigo,19,19,12,8,10,17
Zevlor Goldseeker,12,Meio-Elfo,Paladino,12,18,14,11,14,8
Bex Sunstrider,10,Orc,Ladino,13,8,13,13,10,8
Elminster Nightbreeze,5,Elfo,Guerreiro,9,12,17,8,18,19
Cora Silverfrond,7,Gnomo,Monge,10,11,15,14,14,14
Blurg Starseeker,5,Anão,Bruxo,18,10,15,17,12,14
Bhaal Bloodaxe,1,Anão,Monge,13,12,15,14,11,10
Lae'zel Starseeker,11,Elfo,Clérigo,11,17,10,10,10,14
Jaheira Ravengard,7,Elfo,Bardo,16,10,17,11,15,10
Roah Dekarios,8,Gnomo,Monge,12,15,13,13,11,9
Volothamp Bloodaxe,7,Halfling,Bruxo,11,10,14,18,15,17
Roah Swiftfoot,11,Githyanki,Mago,9,8,16,14,17,11
Sarevok Spellweaver,4,Anão,Guerreiro,13,16,17,11,10,17
Orin Swiftfoot,8,Halfling,Monge,17,16,17,17,17,10
Abdirak Hallowtide,5,Humano,Guerreiro,9,13,19,18,16,19
Abdirak Shadowdancer,10,Elfo,Bardo,19,17,11,16,13,14
Dammon Ansur,9,Meio-Elfo,Guerreiro,14,8,12,16,12,19
Minthara Spellweaver,12,Halfling,Bardo,10,15,15,16,12,19
Bhaal Stonefoot,12,Halfling,Bardo,16,9,8,19,10,8
Halsin Brightwood,10,Anão,Paladino,18,16,19,17,9,13
Elminster Cliffgate,5,Orc,Paladino,12,15,13,13,13,9
Cora Darkweaver,1,Meio-Elfo,Feiticeiro,15,10,11,9,18,15
Abdirak Silverfrond,12,Githyanki,Druida,18,12,12,9,8,12
Bex Del'Vyre,9,Humano,Guerreiro,13,16,18,18,14,10
Danis Hallowtide,12,Gnomo,Monge,19,8,12,11,12,17
Halsin Windrunner,5,Tiefling,Guerreiro,17,16,9,16,11,14
Gortash Brightwood,6,Orc,Bardo,15,11,15,10,16,18
Orin Windrunner,4,Anão,Paladino,18,11,9,13,17,9
Halsin Ravengard,6,Orc,Patrulheiro,19,11,11,9,8,12
Minsc Swiftfoot,12,Meio-Elfo,Mago,10,17,19,8,18,18
Jaheira Starseeker,8,Dragonborn,Guerreiro,10,19,12,19,11,15
Cora Spellweaver,3,Githyanki,Ladino,12,16,8,12,10,18
Ragzlin Moonbreeze,5,Humano,Ladino,18,13,13,15,13,8
Volothamp Starseeker,2,Orc,Druida,17,18,9,17,12,8
Zevlor Shadowdancer,2,Githyanki,Bruxo,10,15,12,17,14,10
Aradin Del'Vyre,7,Tiefling,Guerreiro,15,19,13,9,8,10
Kagha Nightbreeze,10,Humano,Guerreiro,17,11,18,17,12,14
Voss Windrunner,10,Tiefling,Clérigo,19,10,15,16,9,13
Volothamp Brightwood,11,Halfling,Bardo,15,8,16,19,9,14
Kagha Firebrand,10,Orc,Bruxo,9,17,19,15,18,11
Elminster Ravengard,6,Tiefling,Bardo,19,14,13,10,18,18
Gortash Starseeker,4,Githyanki,Bardo,11,11,12,8,9,9
Zevlor Silverfrond,5,Dragonborn,Monge,17,15,19,11,16,9
Brem Bloodaxe,1,Gnomo,Mago,8,10,11,15,17,17
Voss Goldseeker,7,Elfo,Guerreiro,11,8,9,10,10,8
Raphael Firebrand,8,Dragonborn,Bruxo,19,12,9,17,11,16
Gale Shadowdancer,9,Anão,Monge,18,9,14,19,12,14
Blurg Starseeker,8,Dragonborn,Paladino,11,10,12,9,11,17
Rath Silverfrond,5,Tiefling,Patrulheiro,17,13,14,14,11,10
Abdirak Spellweaver,3,Anão,Bardo,16,10,18,11,12,9
Cora Starseeker,10,Dragonborn,Druida,10,10,8,13,17,10
Kagha Stoutbeard,11,Elfo,Ladino,9,19,8,12,16,14
Orin Stonefoot,9,Githyanki,Bruxo,16,13,12,9,19,12
Wyll Anchev,6,Gnomo,Clérigo,16,12,9,17,16,19
Ragzlin Ravengard,5,Tiefling,Guerreiro,8,17,15,9,13,10
Danis Cliffgate,3,Orc,Feiticeiro,13,16,10,16,18,16
Roah Moonbreeze,6,Humano,Ladino,17,8,8,18,19,9
Ketheric Stormwind,3,Meio-Elfo,Monge,15,10,9,17,10,14
Volothamp Windrunner,10,Orc,Ladino,10,10,17,9,13,17
Mizora Windrunner,12,Halfling,Guerreiro,18,18,17,15,17,13
Bhaal Ansur,6,Tiefling,Ladino,16,13,14,15,11,13
Shadowheart Spellweaver,4,Humano,Paladino,9,15,13,8,10,14
Voss Ironfist,2,Githyanki,Clérigo,13,10,19,8,13,13
Raphael Swiftfoot,8,Halfling,Druida,8,10,15,11,18,9
Aradin Darkweaver,4,Meio-Elfo,Bruxo,14,13,14,9,13,18
Ketheric Bloodaxe,9,Tiefling,Guerreiro,10,15,17,19,9,12
Ketheric Swiftfoot,7,Orc,Feiticeiro,14,13,15,8,16,10
Volothamp Firebrand,12,Dragonborn,Ladino,11,19,10,16,15,16
Dammon Darkweaver,2,Orc,Clérigo,16,17,13,10,13,15
Dammon Dekarios,4,Orc,Guerreiro,12,10,14,8,8,17
Voss Anchev,5,Meio-Elfo,Clérigo,10,11,17,9,19,18
Kagha Brightwood,3,Tiefling,Ladino,15,8,18,15,9,9
Ragzlin Swiftfoot,9,Tiefling,Bardo,13,15,8,12,11,8
Ragzlin Ironfist,5,Anão,Bruxo,9,11,8,18,14,11
Bhaal Bloodaxe,2,Orc,Mago,10,13,14,14,16,11
Minthara Hallowtide,11,Githyanki,Mago,15,18,18,13,17,19
Aradin Starseeker,3,Humano,Bruxo,17,10,10,8,12,17
Roah Firebrand,9,Humano,Bardo,14,18,10,13,17,18
Kagha Windrunner,7,Halfling,Guerreiro,17,19,12,18,9,9
Barcus Darkweaver,2,Meio-Elfo,Clérigo,13,18,18,14,18,14
Karlach Windrunner,9,Orc,Feiticeiro,8,13,13,11,18,10
Astarion Firebrand,4,Githyanki,Bardo,16,19,9,15,18,14
Aradin Sunstrider,9,Halfling,Mago,10,18,10,15,8,14
Gale Stoutbeard,2,Tiefling,Guerreiro,12,16,13,14,17,8
Gortash Ironfist,12,Humano,Monge,14,16,10,18,8,13
Aradin Brightwood,10,Elfo,Bardo,14,17,12,9,12,11
Wyll Firebrand,12,Anão,Mago,10,10,16,13,14,18
Volothamp Ansur,4,Githyanki,Druida,11,10,19,13,16,15
Blurg Ansur,5,Halfling,Ladino,17,11,10,19,16,15
Roah Darkweaver,2,Halfling,Clérigo,14,19,19,19,15,10
Astarion Del'Vyre,10,Githyanki,Paladino,15,14,18,14,8,11
Orin Swiftfoot,1,Dragonborn,Guerreiro,9,10,13,13,12,8
Minsc Stoutbeard,7,Elfo,Druida,16,17,18,9,13,17
Orin Firebrand,10,Tiefling,Ladino,14,15,12,15,13,9
Brem Swiftfoot,1,Humano,Paladino,15,18,12,11,11,14
Wyll Ansur,11,Orc,Feiticeiro,13,15,18,16,8,18
Sarevok Stormwind,11,Githyanki,Druida,13,13,13,15,10,19
Blurg Anchev,8,Meio-Elfo,Bardo,16,11,13,10,17,14
Blurg Darkweaver,3,Elfo,Ladino,11,18,8,10,11,16
Lae'zel Silverfrond,10,Anão,Ladino,18,19,18,15,11,17
Kagha Windrunner,6,Anão,Feiticeiro,18,18,16,9,11,16
Brem Ansur,7,Meio-Elfo,Mago,12,12,12,16,12,16
Viconia Anchev,10,Elfo,Patrulheiro,16,19,8,11,18,13
Ketheric Shadowdancer,1,Halfling,Ladino,8,9,15,13,16,15
Raphael Firebrand,6,Anão,Mago,11,13,14,10,11,16
Roah Silverfrond,7,Halfling,Monge,14,10,14,10,16,19
Halsin Shadowdancer,6,Dragonborn,Druida,18,13,12,10,16,14
Wyll Spellweaver,4,Elfo,Paladino,16,19,8,18,8,11
Jaheira Stonefoot,1,Githyanki,Clérigo,18,12,16,17,12,11
Barcus Hallowtide,11,Orc,Paladino,19,9,18,19,16,13
Ragzlin Sunstrider,9,Humano,Guerreiro,17,19,16,19,11,18
Minthara Spellweaver,4,Dragonborn,Guerreiro,13,12,15,9,12,11
Raphael Hallowtide,7,Halfling,Ladino,19,12,12,15,11,18
Abdirak Silverfrond,7,Elfo,Ladino,15,16,10,16,9,14
Gale Ravengard,2,Dragonborn,Ladino,16,18,15,15,17,15
Lae'zel Spellweaver,1,Halfling,Monge,17,15,8,17,9,15
Karlach Del'Vyre,8,Orc,Bruxo,11,19,10,10,9,15
Karlach Hallowtide,8,Orc,Clérigo,8,19,19,14,8,9
Cora Spellweaver,7,Meio-Elfo,Bruxo,15,14,18,18,10,17
Minsc Hallowtide,8,Tiefling,Mago,9,19,14,17,18,9
Voss Stonefoot,3,Anão,Mago,18,10,11,9,17,9
Barcus Ansur,11,Orc,Paladino,8,17,14,11,8,9
Voss Spellweaver,2,Gnomo,Clérigo,14,11,19,19,11,11
Volothamp Spellweaver,7,Orc,Paladino,19,13,18,13,8,12
Elminster Ironfist,8,Dragonborn,Clérigo,17,10,12,18,11,11
Brem Nightbreeze,1,Humano,Mago,16,18,13,12,10,12
Gale Del'Vyre,12,Elfo,Ladino,18,16,14,16,16,11
Dammon Firebrand,10,Dragonborn,Ladino,19,15,17,17,8,14
Voss Stonefoot,9,Tiefling,Clérigo,19,13,19,11,15,17
Sazza Ironfist,11,Orc,Monge,16,11,14,12,18,8
Ketheric Shadowdancer,4,Githyanki,Bruxo,10,14,14,11,16,8
Roah Nightbreeze,12,Elfo,Bardo,13,18,14,15,19,9
Minsc Windrunner,4,Dragonborn,Bruxo,14,10,18,15,14,8
Wyll Brightwood,3,Gnomo,Feiticeiro,17,17,14,10,8,19
Gortash Sunstrider,6,Humano,Patrulheiro,16,15,10,8,11,17
Blurg Sunstrider,1,Anão,Bardo,9,8,19,13,17,19
Raphael Ansur,6,Elfo,Ladino,15,10,10,9,8,19
Viconia Nightbreeze,2,Tiefling,Paladino,14,18,14,9,11,17
Gale Windrunner,9,Githyanki,Bardo,11,12,9,10,10,18
Dror Shadowdancer,2,Gnomo,Ladino,9,12,9,15,9,10
Ragzlin Brightwood,7,Anão,Bardo,15,17,10,10,8,13
Minsc Darkweaver,12,Halfling,Feiticeiro,18,9,11,14,13,17
Gale Moonbreeze,1,Humano,Ladino,12,17,13,17,19,18
Roah Darkweaver,12,Anão,Patrulheiro,13,15,15,17,14,13
Raphael Windrunner,7,Orc,Patrulheiro,18,12,17,16,13,8
Sarevok Brightwood,5,Meio-Elfo,Guerreiro,14,14,17,15,16,13
Minsc Hallowtide,8,Githyanki,Clérigo,17,14,14,8,19,12
Orin Bloodaxe,4,Gnomo,Feiticeiro,8,12,11,14,16,14
Rath Darkweaver,12,Anão,Ladino,15,15,9,14,9,13
Roah Darkweaver,10,Meio-Elfo,Mago,11,16,9,15,9,19
Karlach Anchev,7,Anão,Bardo,16,11,11,17,16,19
Viconia Brightwood,6,Dragonborn,Feiticeiro,8,11,13,12,8,14
Raphael Silverfrond,5,Halfling,Patrulheiro,18,15,10,17,12,9
Brem Firebrand,4,Humano,Mago,9,8,13,16,8,19
Orin Del'Vyre,7,Halfling,Monge,13,11,12,16,14,8
Sazza Ironfist,12,Dragonborn,Paladino,18,13,12,15,16,14
Jaheira Stonefoot,5,Anão,Bruxo,17,11,9,13,13,16
Karlach Bloodaxe,5,Elfo,Patrulheiro,18,13,15,13,9,9
Abdirak Nightbreeze,1,Meio-Elfo,Mago,8,12,12,8,13,19
Volothamp Stoutbeard,2,Githyanki,Bardo,11,16,18,13,16,14
Lae'zel Stormwind,5,Tiefling,Ladino,15,17,9,11,10,10
Blurg Darkweaver,3,Meio-Elfo,Patrulheiro,17,16,14,11,16,13
Ketheric Shadowdancer,2,Halfling,Guerreiro,12,11,16,9,15,10
Dror Anchev,4,Meio-Elfo,Clérigo,16,11,16,18,19,17
Karlach Stoutbeard,4,Orc,Druida,18,19,8,11,14,18
Ketheric Windrunner,4,Anão,Patrulheiro,18,15,14,12,15,18
Elminster Cliffgate,4,Dragonborn,Bardo,13,17,16,19,17,18
Rath Moonbreeze,3,Meio-Elfo,Ladino,8,11,13,12,13,12
Dammon Firebrand,12,Meio-Elfo,Bruxo,13,9,8,12,10,9
Ragzlin Nightbreeze,7,Dragonborn,Bardo,13,9,9,11,14,15
Gale Stoutbeard,9,Orc,Clérigo,13,8,11,8,11,15
Rath Dekarios,12,Orc,Feiticeiro,15,12,11,17,18,14
Raphael Firebrand,5,Tiefling,Bardo,13,13,9,15,17,13
Rath Goldseeker,4,Tiefling,Ladino,12,16,15,10,12,8
Nere Nightbreeze,11,Orc,Guerreiro,18,12,9,9,15,15
Ketheric Spellweaver,2,Elfo,Guerreiro,9,13,10,16,14,8
Mizora Silverfrond,2,Tiefling,Paladino,11,13,11,14,14,15
Lae'zel Stormwind,5,Orc,Ladino,17,10,16,16,15,18
Brem Anchev,7,Orc,Guerreiro,12,19,17,9,17,9
Alfira Silverfrond,10,Meio-Elfo,Bruxo,17,11,8,16,10,15
Bhaal Silverfrond,10,Tiefling,Feiticeiro,11,8,15,17,10,17
Rath Windrunner,9,Anão,Feiticeiro,9,11,19,16,9,19
Dror Firebrand,7,Dragonborn,Feiticeiro,14,8,12,18,8,11
Mizora Goldseeker,5,Dragonborn,Feiticeiro,17,12,14,16,17,14
Ketheric Swiftfoot,10,Gnomo,Guerreiro,17,18,15,17,13,12
Roah Del'Vyre,10,Meio-Elfo,Patrulheiro,9,18,12,17,13,15
Omeluum Darkweaver,10,Gnomo,Monge,8,15,15,11,17,19
Nere Del'Vyre,6,Gnomo,Feiticeiro,12,15,17,17,19,13
Sazza Windrunner,11,Meio-Elfo,Clérigo,19,12,18,10,15,12
Halsin Bloodaxe,12,Anão,Paladino,8,17,15,13,13,8
Karlach Stoutbeard,3,Elfo,Bardo,8,9,16,10,13,10
Zevlor Starseeker,5,Humano,Clérigo,8,19,9,18,8,17
Cora Dekarios,8,Elfo,Bardo,13,13,10,16,19,16
Minthara Goldseeker,1,Tiefling,Druida,16,8,8,10,14,16
Dammon Ironfist,12,Orc,Paladino,17,14,11,9,14,12
Aradin Ironfist,1,Halfling,Paladino,18,18,12,15,17,10
Kagha Ironfist,7,Githyanki,Monge,19,11,18,13,16,13
Zevlor Anchev,5,Meio-Elfo,Patrulheiro,8,12,8,15,19,12
Volothamp Spellweaver,5,Elfo,Ladino,12,13,15,14,14,8
Omeluum Brightwood,1,Anão,Bardo,16,18,9,10,15,9
Shadowheart Anchev,9,Elfo,Bardo,16,8,8,15,11,19
Gortash Sunstrider,1,Tiefling,Druida,8,16,9,17,16,12
Ketheric Firebrand,5,Orc,Mago,15,17,12,8,8,16
Ragzlin Shadowdancer,10,Gnomo,Paladino,8,11,16,8,15,19
Sarevok Nightbreeze,9,Dragonborn,Paladino,15,15,16,17,10,11
Kagha Dekarios,4,Halfling,Monge,8,12,9,15,8,16
Shadowheart Stoutbeard,8,Elfo,Monge,19,18,9,16,9,10
Dammon Brightwood,6,Anão,Ladino,12,15,10,17,13,8
Ketheric Ravengard,11,Humano,Bardo,15,8,14,13,12,13
Nere Shadowdancer,3,Elfo,Paladino,13,15,18,12,10,17
Elminster Silverfrond,4,Anão,Druida,16,18,10,9,16,14
Rath Hallowtide,2,Gnomo,Paladino,8,18,8,18,15,11
Zevlor Goldseeker,1,Anão,Feiticeiro,16,11,13,16,10,17
Raphael Spellweaver,8,Anão,Druida,8,9,10,13,9,12
Brem Del'Vyre,1,Orc,Feiticeiro,17,18,8,15,15,11
Voss Ravengard,11,Orc,Patrulheiro,17,13,11,16,12,10
Lae'zel Darkweaver,1,Elfo,Patrulheiro,10,9,8,16,16,8
Alfira Moonbreeze,4,Githyanki,Mago,8,12,8,15,8,13
Aradin Hallowtide,10,Orc,Monge,10,9,19,19,17,17
Halsin Brightwood,12,Dragonborn,Feiticeiro,19,10,9,17,10,12
Minthara Cliffgate,10,Dragonborn,Ladino,18,18,17,15,12,18
Dammon Spellweaver,6,Halfling,Guerreiro,9,13,15,10,9,8
Raphael Shadowdancer,9,Meio-Elfo,Guerreiro,9,8,9,10,10,12
Dror Starseeker,1,Gnomo,Bardo,16,13,18,9,11,13
Orin Del'Vyre,7,Githyanki,Paladino,15,10,9,8,11,17
Aradin Stonefoot,10,Dragonborn,Bardo,8,14,18,11,18,12
Blurg Dekarios,11,Tiefling,Clérigo,19,9,18,9,16,8
Ragzlin Swiftfoot,5,Dragonborn,Feiticeiro,11,13,17,9,8,12
Danis Ravengard,12,Anão,Paladino,8,15,17,18,19,17
Wyll Stonefoot,8,Gnomo,Guerreiro,8,8,15,18,16,8
Barcus Windrunner,7,Halfling,Feiticeiro,19,18,19,12,16,18
Dammon Swiftfoot,4,Elfo,Guerreiro,19,18,13,11,18,10
Omeluum Moonbreeze,4,Dragonborn,Mago,11,16,19,8,13,19
Wyll Swiftfoot,6,Meio-Elfo,Guerreiro,9,12,18,16,18,9
Nere Silverfrond,6,Halfling,Monge,10,12,11,11,8,8
Elminster Ironfist,9,Dragonborn,Ladino,18,19,10,12,18,11
Sarevok Windrunner,12,Githyanki,Paladino,16,12,8,14,19,9
Danis Shadowdancer,5,Githyanki,Bardo,9,13,18,9,13,12
Elminster Stoutbeard,8,Halfling,Paladino,11,9,10,15,15,17
Minthara Stoutbeard,5,Elfo,Paladino,8,13,19,18,12,8
Astarion Nightbreeze,2,Tiefling,Guerreiro,9,18,16,9,12,19
Danis Stoutbeard,6,Tiefling,Guerreiro,12,11,12,18,8,17
Abdirak Silverfrond,9,Dragonborn,Feiticeiro,17,15,13,17,8,8
Volothamp Anchev,3,Dragonborn,Clérigo,8,18,12,12,15,18
Gortash Moonbreeze,1,Halfling,Druida,18,16,8,19,12,17
Ragzlin Swiftfoot,1,Humano,Mago,14,16,17,9,15,11
Sarevok Moonbreeze,3,Anão,Paladino,11,15,8,9,17,14
Omeluum Ironfist,10,Anão,Clérigo,13,10,11,11,9,9
Voss Firebrand,5,Meio-Elfo,Paladino,15,17,10,11,11,9
Sarevok Shadowdancer,3,Dragonborn,Monge,13,18,18,15,18,8
Halsin Spellweaver,9,Meio-Elfo,Feiticeiro,9,18,15,13,17,12
Ragzlin Anchev,8,Halfling,Guerreiro,8,11,19,17,16,13
Viconia Stormwind,3,Elfo,Clérigo,15,8,19,15,10,13
Mizora Moonbreeze,9,Gnomo,Feiticeiro,15,16,14,14,13,9
Lae'zel Darkweaver,6,Gnomo,Bruxo,16,12,18,17,18,19
Orin Starseeker,7,Dragonborn,Monge,13,13,14,11,14,19
Dammon Stormwind,4,Dragonborn,Bardo,19,10,15,9,10,14
Viconia Spellweaver,4,Humano,Clérigo,8,18,17,16,8,13
Cora Cliffgate,12,Halfling,Patrulheiro,16,17,14,9,9,15
Abdirak Nightbreeze,2,Elfo,Bardo,19,15,17,8,18,13
Raphael Firebrand,5,Orc,Bruxo,10,14,9,15,17,16
Raphael Del'Vyre,8,Halfling,Mago,18,8,11,17,14,17
Ragzlin Cliffgate,7,Orc,Ladino,13,17,18,16,14,9
Wyll Del'Vyre,7,Githyanki,Guerreiro,17,19,13,8,19,14
Elminster Ansur,6,Anão,Ladino,17,12,10,14,8,12
Voss Silverfrond,3,Dragonborn,Guerreiro,18,17,10,9,17,8
Ketheric Stonefoot,5,Humano,Ladino,19,16,13,13,14,10
Kagha Bloodaxe,1,Dragonborn,Mago,16,19,8,18,17,11
Orin Silverfrond,7,Gnomo,Bruxo,18,18,8,12,18,19
Ragzlin Dekarios,9,Dragonborn,Bruxo,10,19,12,8,13,9
Ragzlin Hallowtide,1,Gnomo,Patrulheiro,12,13,8,9,18,14
Viconia Windrunner,2,Meio-Elfo,Monge,12,15,17,9,13,8
Dammon Swiftfoot,3,Dragonborn,Patrulheiro,17,17,15,17,14,10
Shadowheart Hallowtide,3,Halfling,Guerreiro,14,8,9,17,14,19
Gortash Stonefoot,8,Orc,Clérigo,11,17,13,13,8,16
Barcus Firebrand,7,Halfling,Bruxo,18,18,17,18,17,18
Danis Firebrand,6,Tiefling,Guerreiro,11,14,17,19,12,9
Viconia Dekarios,10,Gnomo,Patrulheiro,14,10,12,8,15,12
Nere Starseeker,10,Githyanki,Bruxo,16,16,17,18,15,11
Gale Starseeker,11,Tiefling,Guerreiro,18,13,19,11,10,19
Elminster Cliffgate,4,Meio-Elfo,Druida,11,12,19,19,10,10
Dror Sunstrider,9,Halfling,Mago,11,15,11,17,14,12
Ragzlin Goldseeker,1,Githyanki,Bruxo,13,15,8,18,11,13
Bex Ravengard,11,Orc,Druida,13,19,10,12,13,8
Bhaal Goldseeker,2,Elfo,Patrulheiro,14,19,19,9,16,9
Blurg Moonbreeze,4,Humano,Bardo,8,10,11,9,17,8
Barcus Ansur,3,Dragonborn,Guerreiro,18,9,9,14,9,10
Lae'zel Stoutbeard,1,Dragonborn,Druida,10,9,19,14,9,15
Alfira Ansur,5,Elfo,Mago,16,12,9,13,13,15
Karlach Ravengard,7,Dragonborn,Ladino,13,17,9,8,10,11
Gale Windrunner,2,Halfling,Ladino,13,19,18,19,8,13
Astarion Cliffgate,5,Elfo,Paladino,12,14,8,19,9,19
Sazza Stonefoot,6,Tiefling,Mago,18,15,17,10,14,16
Orin Del'Vyre,11,Tiefling,Paladino,10,17,9,16,11,14
Raphael Firebrand,7,Meio-Elfo,Paladino,18,15,13,17,19,9
Voss Ravengard,1,Humano,Paladino,12,19,10,8,9,18
Roah Sunstrider,7,Anão,Clérigo,8,15,17,9,18,9
Brem Bloodaxe,4,Elfo,Bruxo,10,17,12,15,19,10
Sarevok Stormwind,8,Anão,Bruxo,11,19,8,14,19,15
Volothamp Shadowdancer,4,Dragonborn,Ladino,12,18,15,16,15,17
Orin Cliffgate,6,Elfo,Guerreiro,17,10,11,17,11,16
Bhaal Nightbreeze,9,Humano,Monge,16,18,16,19,11,10
Nere Sunstrider,5,Meio-Elfo,Mago,11,9,11,19,9,16
Jaheira Bloodaxe,12,Orc,Monge,10,11,9,11,8,19
Roah Sunstrider,4,Tiefling,Patrulheiro,17,8,10,11,8,19
Elminster Stoutbeard,8,Gnomo,Guerreiro,8,10,12,14,10,17
