nome_personagem,classe,raca,nivel,forca,destreza,constituicao,inteligencia,sabedoria,carisma
Personagem_1174,Mago,Draconato,9.0,10.0,14,16,19,13,10
Personagem_1175,Clérigo,Anão,9.0,14.0,9,13,9,15,11
Personagem_1176,Bruxo,Elfo,3.0,12.0,14,15,7,13,15
Personagem_1177,Bardo,Anão,1.0,9.0,17,12,14,9,16
Personagem_1178,Clérigo,Humano,6.0,16.0,8,13,11,13,9
Personagem_1179,Bruxo,Anão,4.0,8.0,13,16,9,8,19
Personagem_1180,Bruxo,Elfo,3.0,10.0,12,11,9,6,14
Personagem_1181,Guerreiro,,10.0,18.0,14,20,9,12,9
Personagem_1182,Bardo,Humano,8.0,11.0,16,11,14,6,15
Personagem_1183,Bruxo,Halfling,7.0,10.0,15,15,8,6,18
Personagem_1184,Guerreiro,Halfling,6.0,17.0,10,14,8,7,12
Personagem_1185,Clérigo,Githyanki,13.0,10.0,12,15,9,18,12
Personagem_1186,Druida,Halfling,7.0,9.0,13,14,12,17,10
Personagem_1187,Bardo,Anão,10.0,7.0,14,11,12,13,17
Personagem_1188,Mago,Tiefling,6.0,5.0,13,12,12,13,8
Personagem_1189,Ladino,Tiefling,10.0,7.0,17,13,12,9,15
Personagem_1190,Ladino,Elfo,1.0,10.0,19,17,11,10,12
Personagem_1191,Clérigo,Anão,5.0,10.0,11,16,11,20,11
Personagem_1192,Paladino,Halfling,8.0,11.0,13,15,4,11,15
Personagem_1193,Paladino,Elfo,9.0,15.0,8,15,12,11,15
Personagem_1194,Clérigo,Githyanki,1.0,16.0,8,15,10,16,11
Personagem_1195,Bruxo,Draconato,5.0,7.0,11,15,9,10,17
Personagem_1196,Bardo,Anão,8.0,6.0,17,12,10,9,16
Personagem_1197,Ladino,Githyanki,6.0,7.0,18,12,10,8,10
Personagem_1198,Ladino,Draconato,4.0,9.0,17,11,12,7,12
Personagem_1199,Bruxo,Githyanki,5.0,5.0,11,11,11,10,16
Personagem_1200,Ladino,Elfo,1.0,10.0,17,11,12,8,12
Personagem_1201,Mago,Halfling,4.0,9.0,13,15,18,10,10
Personagem_1202,Bardo,Halfling,3.0,12.0,16,11,7,8,15
Personagem_1203,Monge,,6.0,11.0,20,16,7,18,10
Personagem_1204,Ladino,Halfling,6.0,10.0,15,12,9,5,10
Personagem_1205,Clérigo,Anão,1.0,15.0,10,12,8,17,13
Personagem_1206,Mago,Tiefling,7.0,5.0,15,16,12,11,11
Personagem_1207,Ladino,Tiefling,2.0,7.0,17,15,12,10,15
Personagem_1208,Patrulheiro,Halfling,11.0,13.0,18,13,11,19,7
Personagem_1209,Mago,Tiefling,4.0,8.0,13,6,14,11,7
Personagem_1210,Guerreiro,Anão,2.0,20.0,13,12,8,10,10
Personagem_1211,Monge,Tiefling,4.0,13.0,17,12,7,14,14
Personagem_1212,Feiticeiro,Elfo,10.0,9.0,13,13,10,5,18
Personagem_1213,Clérigo,Tiefling,12.0,12.0,10,12,7,15,9
Personagem_1214,Clérigo,Githyanki,1.0,11.0,9,12,11,15,12
Personagem_1215,Bardo,Draconato,4.0,11.0,17,10,14,6,15
Personagem_1216,Mago,Githyanki,9.0,7.0,16,13,16,11,9
Personagem_1217,Bruxo,Draconato,3.0,7.0,12,16,11,7,14
Personagem_1218,Clérigo,Draconato,5.0,11.0,8,11,7,15,13
Personagem_1219,Mago,Halfling,5.0,5.0,14,11,17,14,10
Personagem_1220,Mago,Githyanki,7.0,10.0,15,11,15,10,8
Personagem_1221,Patrulheiro,Githyanki,6.0,9.0,17,14,7,13,8
Personagem_1222,Druida,Draconato,9.0,8.0,13,16,11,18,10
Personagem_1223,Druida,Anão,3.0,7.0,12,12,9,15,11
Personagem_1224,Feiticeiro,Githyanki,4.0,9.0,12,14,9,7,18
Personagem_1225,Guerreiro,Halfling,7.0,15.0,11,14,11,10,6
Personagem_1226,Feiticeiro,Githyanki,10.0,4.0,12,12,9,8,15
Personagem_1227,Ladino,Githyanki,3.0,7.0,20,12,11,9,16
Personagem_1228,Bruxo,Elfo,1.0,7.0,12,13,9,7,16
Personagem_1229,Ladino,Halfling,12.0,10.0,15,12,12,9,12
Personagem_1230,Paladino,Githyanki,6.0,16.0,8,18,4,11,16
Personagem_1231,Ladino,Tiefling,3.0,9.0,15,11,17,14,14
Personagem_1232,Bardo,Tiefling,8.0,10.0,14,13,13,8,18
Personagem_1233,Ladino,Halfling,,8.0,18,18,12,14,11
Personagem_1234,Feiticeiro,Anão,4.0,10.0,11,13,11,14,16
Personagem_1235,Clérigo,Githyanki,8.0,14.0,9,11,6,16,14
Personagem_1236,Clérigo,Halfling,9.0,16.0,10,12,10,18,10
Personagem_1237,Druida,HUMANO,9.0,12.0,14,8,14,17,9
Personagem_1238,Bruxo,Anão,6.0,9.0,10,13,12,11,18
Personagem_1239,Bruxo,Tiefling  ,8.0,8.0,12,13,13,8,14
Personagem_1240,Bardo,Tiefling,11.0,9.0,17,13,10,7,17
Personagem_1241,Feiticeiro,Anão,2.0,9.0,16,11,9,10,17
Personagem_1242,Druida,Githyanki,5.0,9.0,12,17,8,14,7
Personagem_1243,Patrulheiro,Humano,2.0,15.0,17,10,12,17,11
Personagem_1244,Paladino,Elfo,4.0,14.0,11,11,10,9,14
Personagem_1245,Bruxo,Elfo,9.0,11.0,14,17,10,9,16
Personagem_1246,Clérigo,Elfo,6.0,7.0,9,13,10,17,10
Personagem_1247,Ladino,Githyanki,9.0,10.0,18,15,10,9,16
Personagem_1248,Ladino,Githyanki,11.0,7.0,18,10,10,6,15
Personagem_1249,Druida,Githyanki,6.0,7.0,11,18,9,16,7
Personagem_1250,Feiticeiro,Humano,3.0,6.0,15,15,5,10,14
Personagem_1251,Feiticeiro,Anão,10.0,10.0,11,15,11,6,14
Personagem_1252,Guerreiro,Humano,13.0,17.0,12,10,12,10,10
Personagem_1253,Monge,Anão,9.0,9.0,16,10,7,13,11
Personagem_1254,Bruxo,Anão,11.0,12.0,10,18,9,8,18
Personagem_1255,Feiticeiro,Draconato,3.0,9.0,14,13,9,10,17
Personagem_1256,Clérigo,Halfling,6.0,18.0,6,10,7,19,11
Personagem_1257,Druida,Halfling,9.0,8.0,13,10,12,15,6
Personagem_1258,Paladino,Draconato,7.0,15.0,10,12,8,12,10
Personagem_1259,Guerreiro,Halfling,10.0,18.0,11,16,6,11,9
Personagem_1260,Mago,Draconato,5.0,9.0,12,12,15,11,8
Personagem_1261,Bardo,Halfling,7.0,10.0,12,12,17,13,15
Personagem_1262,Paladino,Githyanki,6.0,15.0,9,16,9,8,15
Personagem_1263,Mago,Halfling,9.0,7.0,14,14,19,14,7
Personagem_1264,Patrulheiro,Anão,11.0,10.0,14,9,9,14,9
Personagem_1265,Ladino,Tiefling,7.0,8.0,17,10,11,10,16
Personagem_1266,Bardo,Halfling,5.0,9.0,14,13,8,8,16
Personagem_1267,Bruxo,Elfo,25.0,8.0,13,12,8,11,13
Personagem_1268,Clérigo,,7.0,13.0,10,14,10,15,16
Personagem_1269,Bardo,Draconato,11.0,7.0,15,13,11,7,18
Personagem_1270,Monge,Humano,7.0,13.0,15,13,10,18,11
Personagem_1271,Mago,Draconato,3.0,9.0,14,9,17,11,13
Personagem_1272,Bruxo,Githyanki,5.0,12.0,11,14,8,11,16
Personagem_1273,Monge,Elfo,10.0,10.0,16,12,11,15,11
Personagem_1274,Ladino,Anão,6.0,9.0,13,10,11,7,11
Personagem_1275,Monge,Githyanki,15.0,12.0,14,14,12,16,4
Personagem_1276,Guerreiro,Tiefling,8.0,15.0,14,17,10,13,10
Personagem_1277,Guerreiro,Anão,3.0,16.0,9,12,10,9,11
Personagem_1278,Patrulheiro,Githyanki,9.0,9.0,14,16,7,17,8
Personagem_1279,Druida,Anão,7.0,10.0,14,13,10,17,9
Personagem_1280,Paladino,Humano,6.0,12.0,7,13,8,10,15
Personagem_1281,Paladino,Githyanki,8.0,17.0,8,14,10,10,17
Personagem_1282,Bruxo,,9.0,6.0,12,12,10,6,16
Personagem_1283,Ladino,Anão,8.0,5.0,16,12,13,14,14
Personagem_1284,Feiticeiro,Githyanki,4.0,8.0,15,14,13,10,18
Personagem_1285,Patrulheiro,Halfling,2.0,10.0,17,16,8,12,10
Personagem_1286,Guerreiro,Humano,6.0,14.0,15,16,13,11,10
Personagem_1287,Bruxo,Tiefling,2.0,11.0,13,15,9,8,14
Personagem_1288,Feiticeiro,Githyanki,5.0,7.0,16,16,10,7,18
Personagem_1289,Paladino,Tiefling,25.0,17.0,10,15,12,11,15
Personagem_1290,Druida,Tiefling,4.0,7.0,11,9,10,12,7
Personagem_1291,Monge,,5.0,12.0,15,16,6,18,7
Personagem_1292,Guerreiro,Githyanki,1.0,16.0,15,15,8,14,10
Personagem_1293,Bruxo,Anão,6.0,9.0,10,13,11,8,15
Personagem_1294,Bardo,,8.0,9.0,17,13,13,10,15
Personagem_1295,Feiticeiro,Halfling,8.0,3.0,12,12,10,8,16
Personagem_1296,Monge,Anão,5.0,9.0,16,11,7,13,7
Personagem_1297,Guerreiro,Elfo,7.0,16.0,15,14,5,8,13
Personagem_1298,Paladino,Tiefling,5.0,16.0,8,14,7,10,17
Personagem_1299,Ladino,Anão,5.0,9.0,16,11,11,10,11
Personagem_1300,Feiticeiro,Halfling,9.0,7.0,11,11,6,12,16
Personagem_1301,Paladino,Anão,5.0,19.0,10,13,10,13,13
Personagem_1302,Guerreiro,Tiefling,7.0,18.0,12,13,10,12,9
Personagem_1303,Feiticeiro,Elfo,7.0,3.0,16,17,7,12,17
Personagem_1304,Patrulheiro, elfo ,4.0,11.0,16,16,5,14,7
Personagem_1305,Monge,Tiefling,7.0,12.0,12,15,7,13,6
Personagem_1306,Guerreiro,Humano,9.0,14.0,150,16,10,9,11
Personagem_1307,Patrulheiro,Draconato,5.0,10.0,15,12,9,13,9
Personagem_1308,Mago,Tiefling,4.0,,16,11,17,12,12
Personagem_1309,Bruxo,Anão,3.0,10.0,12,12,12,9,17
Personagem_1310,Monge,HUMANO,1.0,11.0,20,11,12,16,10
Personagem_1311,Feiticeiro,Halfling,4.0,5.0,15,10,8,10,13
Personagem_1312,Ladino,Draconato,4.0,6.0,19,14,9,6,14
Personagem_1313,Paladino,Halfling,4.0,14.0,13,13,10,15,17
Personagem_1314,Bardo,Draconato,8.0,7.0,17,12,12,10,19
Personagem_1315,Paladino,Githyanki,5.0,14.0,10,16,4,16,12
Personagem_1316,Feiticeiro,Anão,4.0,8.0,9,14,7,10,14
Personagem_1317,Paladino,Draconato,5.0,16.0,9,15,7,11,18
Personagem_1318,Bruxo,Humano,7.0,9.0,15,14,10,9,14
Personagem_1319,Guerreiro,Halfling,9.0,18.0,15,15,9,12,8
Personagem_1320,Patrulheiro, elfo ,3.0,12.0,13,17,12,15,10
Personagem_1321,Bardo,Draconato,4.0,6.0,17,13,15,11,16
Personagem_1322,Clérigo,Humano,7.0,15.0,6,13,8,17,11
Personagem_1323,Feiticeiro,Tiefling,4.0,8.0,14,12,8,10,17
Personagem_1324,Druida,Humano,7.0,9.0,12,13,12,17,10
Personagem_1325,Clérigo,Tiefling,6.0,13.0,10,16,9,11,11
Personagem_1326,Paladino,Tiefling  ,8.0,16.0,13,17,10,11,15
Personagem_1327,Feiticeiro,Humano,6.0,6.0,14,13,15,10,16
Personagem_1328,Patrulheiro,Halfling,12.0,14.0,10,14,11,17,8
Personagem_1329,Mago,Elfo,6.0,8.0,12,12,18,11,10
Personagem_1330,Patrulheiro,Anão,9.0,10.0,17,15,7,12,10
Personagem_1331,Druida,Halfling,8.0,9.0,10,12,13,18,6
Personagem_1332,Bardo,Humano,7.0,10.0,13,11,7,6,17
Personagem_1333,Patrulheiro,Tiefling,1.0,7.0,11,13,8,11,9
Personagem_1334,Ladino,Elfo,3.0,8.0,18,12,13,7,14
Personagem_1335,Mago,Halfling,4.0,11.0,16,12,15,9,8
Personagem_1336,Clérigo,Halfling,2.0,11.0,7,15,10,14,10
Personagem_1337,Guerreiro,Anão,9.0,16.0,14,17,8,7,10
Personagem_1338,Bruxo,Tiefling  ,9.0,11.0,12,13,8,8,16
Personagem_1339,Ladino,Elfo,3.0,12.0,16,10,11,7,15
Personagem_1340,Mago,Humano,4.0,9.0,13,12,16,13,13
Personagem_1341,Guerreiro,   anão,7.0,14.0,8,13,8,11,10
Personagem_1342,Guerreiro,Tiefling,8.0,16.0,11,13,5,11,10
Personagem_1343,Feiticeiro,Halfling,6.0,7.0,15,15,10,3,17
Personagem_1344,Mago,Githyanki,1.0,7.0,15,11,18,9,12
Personagem_1345,Bardo,Humano,11.0,9.0,17,18,11,9,14
Personagem_1346,Paladino,Anão,6.0,16.0,7,11,10,12,16
Personagem_1347,Druida,Anão,2.0,8.0,16,14,7,13,8
Personagem_1348,Druida, elfo ,4.0,11.0,8,15,11,17,11
Personagem_1349,Clérigo,Draconato,7.0,9.0,11,13,7,17,14
Personagem_1350,Clérigo,Humano,6.0,16.0,7,13,10,15,11
Personagem_1351,Druida,Elfo,7.0,11.0,11,15,10,15,12
Personagem_1352,Patrulheiro,Draconato,1.0,13.0,14,15,9,16,11
Personagem_1353,Bardo,Humano,4.0,14.0,12,12,11,10,15
Personagem_1354,Patrulheiro,Elfo,6.0,8.0,17,16,9,13,9
Personagem_1355,Patrulheiro,Anão,7.0,14.0,17,10,9,14,9
Personagem_1356,Bruxo,Humano,9.0,6.0,14,13,11,9,18
Personagem_1357,Monge,Draconato,2.0,12.0,15,14,11,17,10
Personagem_1358,Paladino,Draconato,7.0,14.0,5,14,11,10,16
Personagem_1359,Bruxo,Humano,5.0,9.0,17,13,10,13,18
Personagem_1360,Feiticeiro,Anão,13.0,7.0,15,12,10,7,18
Personagem_1361,Monge,Humano,9.0,7.0,17,11,10,18,4
Personagem_1362,Monge,Githyanki,5.0,10.0,16,13,10,15,8
Personagem_1363,Mago,Humano,11.0,5.0,9,11,16,11,10
Personagem_1364,Bardo,Elfo,3.0,10.0,12,7,9,9,20
Personagem_1365,Bardo,Halfling,12.0,10.0,14,11,13,10,20
Personagem_1366,Monge,Draconato,1.0,9.0,15,7,6,16,8
Personagem_1367,Patrulheiro,Draconato,8.0,11.0,16,11,9,15,13
Personagem_1368,Mago,Githyanki,7.0,9.0,11,15,16,9,8
Personagem_1369,Paladino,Draconato,5.0,16.0,11,13,7,14,17
Personagem_1370,Monge,Elfo,8.0,9.0,15,16,11,18,7
Personagem_1371,Ladino,Humano,3.0,10.0,14,14,10,6,7
Personagem_1372,Clérigo,Elfo,10.0,12.0,7,12,12,16,13
Personagem_1373,Clérigo,Anão,4.0,15.0,10,14,7,15,10
Personagem_1374,Bruxo,Humano,6.0,10.0,11,13,11,8,20
Personagem_1375,Feiticeiro,Tiefling,8.0,9.0,10,15,11,11,17
Personagem_1376,Clérigo,Tiefling,9.0,,7,14,14,14,11
Personagem_1377,Guerreiro,Anão,7.0,14.0,10,16,8,10,9
Personagem_1378,Bruxo,Draconato,8.0,11.0,13,13,10,12,16
Personagem_1379,Clérigo,Draconato,7.0,12.0,10,13,10,16,13
Personagem_1380,Feiticeiro,Githyanki,1.0,7.0,15,13,8,12,13
Personagem_1381,Patrulheiro,Githyanki,10.0,10.0,16,13,8,14,6
Personagem_1382,Patrulheiro,Anão,5.0,8.0,16,14,12,15,7
Personagem_1383,Bardo,Anão,6.0,6.0,16,12,10,10,18
Personagem_1384,Bardo,Draconato,8.0,,13,11,6,13,14
Personagem_1385,Paladino,,4.0,14.0,6,17,10,6,16
Personagem_1386,Monge,Tiefling,5.0,11.0,17,14,10,13,11
Personagem_1387,Ladino,Halfling,5.0,9.0,16,13,10,11,8
Personagem_1388,Bardo,Elfo,8.0,9.0,14,12,13,11,18
Personagem_1389,Mago,Humano,7.0,7.0,9,14,15,9,7
Personagem_1390,Clérigo,Githyanki,8.0,13.0,13,13,6,17,11
Personagem_1391,Mago,Draconato,6.0,8.0,12,12,15,12,7
Personagem_1392,Feiticeiro,Githyanki,6.0,4.0,12,13,12,10,14
Personagem_1393,Bardo,Draconato,4.0,8.0,16,12,12,11,17
Personagem_1394,Ladino,Halfling,6.0,9.0,17,14,12,11,14
Personagem_1395,Feiticeiro,Draconato,9.0,7.0,14,13,11,8,16
Personagem_1396,Guerreiro,,8.0,19.0,12,12,8,9,7
Personagem_1397,Guerreiro,Draconato,9.0,15.0,11,13,11,8,12
Personagem_1398,Mago,Draconato,6.0,7.0,13,11,16,14,8
Personagem_1399,Monge,Humano,8.0,9.0,16,14,7,16,8
Personagem_1400,Bruxo,Humano,8.0,5.0,10,15,11,9,18
Personagem_1401,Monge,Draconato,6.0,8.0,14,17,8,11,7
Personagem_1402,Patrulheiro,Elfo,1.0,16.0,15,11,8,15,8
Personagem_1403,Paladino,Halfling,7.0,15.0,7,13,9,13,16
Personagem_1404,Monge,Humano,8.0,9.0,16,13,13,16,8
Personagem_1405,Paladino,Draconato,8.0,16.0,10,12,10,8,17
Personagem_1406,Paladino,Elfo,9.0,14.0,7,16,9,14,16
Personagem_1407,Ladino,Githyanki,1.0,11.0,19,12,11,9,13
Personagem_1408,Bardo,Anão,6.0,10.0,15,14,8,10,13
Personagem_1409,Ladino,Anão,4.0,7.0,17,13,11,13,11
Personagem_1410,Paladino,Elfo,1.0,15.0,10,15,9,9,13
Personagem_1411,Feiticeiro,Githyanki,11.0,13.0,14,12,10,9,18
Personagem_1412,Guerreiro,Draconato,2.0,18.0,16,20,8,11,9
Personagem_1413,Paladino,Draconato,6.0,18.0,8,14,8,9,16
Personagem_1414,Ladino,Draconato,9.0,6.0,16,13,13,9,12
Personagem_1415,Feiticeiro,Githyanki,6.0,5.0,14,16,9,10,17
Personagem_1416,Ladino,Anão,2.0,11.0,18,10,11,8,13
Personagem_1417,Monge,Halfling,1.0,11.0,14,13,6,19,8
Personagem_1418,Clérigo,Elfo,4.0,11.0,11,14,9,19,12
Personagem_1419,Mago,Elfo,8.0,6.0,16,15,20,15,8
Personagem_1420,Bruxo,Humano,9.0,4.0,16,9,8,6,17
Personagem_1421,Patrulheiro,Elfo,8.0,12.0,12,12,11,15,6
Personagem_1422,Ladino,Tiefling,1.0,6.0,16,12,13,7,13
Personagem_1423,Bruxo,Humano,5.0,12.0,14,13,9,8,16
Personagem_1424,Druida,Halfling,8.0,9.0,11,15,11,15,7
Personagem_1425,Ladino,Humano,7.0,8.0,15,10,10,9,8
Personagem_1426,Clérigo,Halfling,5.0,13.0,12,14,9,17,10
Personagem_1427,Bruxo,Anão,11.0,6.0,8,14,12,9,14
Personagem_1428,Patrulheiro,,7.0,12.0,17,13,9,16,7
Personagem_1429,Paladino,Halfling,2.0,17.0,13,17,9,8,16
Personagem_1430,Ladino,Anão,5.0,8.0,15,9,8,10,11
Personagem_1431,Bardo,Anão,7.0,14.0,15,11,13,12,17
Personagem_1432,Mago,Draconato,5.0,11.0,13,10,15,13,11
Personagem_1433,Clérigo,Githyanki,6.0,8.0,7,12,8,19,8
Personagem_1434,Bruxo,Elfo,2.0,12.0,13,15,14,10,16
Personagem_1435,Clérigo,Anão,10.0,12.0,8,10,7,18,11
Personagem_1436,Feiticeiro,Humano,4.0,8.0,11,15,14,8,14
Personagem_1437,Patrulheiro,Githyanki,5.0,12.0,15,12,11,15,6
Personagem_1438,Mago,Elfo,6.0,6.0,11,11,20,10,7
Personagem_1439,Paladino,Elfo,8.0,15.0,6,15,9,11,17
Personagem_1440,Ladino,Elfo,2.0,8.0,14,14,8,5,9
Personagem_1441,Ladino,Draconato,4.0,7.0,20,14,14,7,13
Personagem_1442,Ladino,Githyanki,8.0,9.0,17,13,14,9,12
Personagem_1443,Mago,Draconato,10.0,8.0,13,12,16,14,11
Personagem_1444,Bardo,Anão,3.0,10.0,15,13,10,10,18
Personagem_1445,Druida,Tiefling,13.0,8.0,9,11,11,13,8
Personagem_1446,Guerreiro,Elfo,15.0,15.0,11,15,11,9,9
Personagem_1447,Monge,Elfo,3.0,6.0,14,13,8,18,9
Personagem_1448,Bruxo,Halfling,5.0,5.0,13,15,9,11,14
Personagem_1449,Bardo,Anão,6.0,8.0,16,8,10,15,18
Personagem_1450,Paladino,Elfo,9.0,17.0,10,12,7,9,14
Personagem_1451,Bruxo,Elfo,2.0,10.0,12,13,12,6,15
Personagem_1452,Ladino,Halfling,6.0,9.0,17,12,11,9,14
Personagem_1453,Clérigo,Anão,6.0,12.0,7,13,9,15,11
Personagem_1454,Paladino,Humano,7.0,17.0,9,11,8,8,16
Personagem_1455,Bruxo,Elfo,1.0,9.0,12,18,10,8,15
Personagem_1456,Patrulheiro,Elfo,5.0,11.0,16,10,9,14,6
Personagem_1457,Ladino,Halfling,25.0,14.0,19,11,12,11,14
Personagem_1458,Bruxo,Draconato,7.0,8.0,12,16,11,7,15
Personagem_1459,Clérigo,Tiefling,7.0,17.0,12,12,14,18,12
Personagem_1460,Patrulheiro,Draconato,6.0,13.0,19,13,10,16,7
Personagem_1461,Ladino,,4.0,8.0,12,13,11,9,13
Personagem_1462,Druida,Tiefling,2.0,10.0,14,13,9,16,9
Personagem_1463,Bardo,Anão,12.0,9.0,13,13,10,12,17
Personagem_1464,Feiticeiro,Halfling,5.0,8.0,17,16,9,6,19
Personagem_1465,Monge,Elfo,7.0,8.0,16,11,6,17,7
Personagem_1466,Mago,Elfo,9.0,9.0,14,11,19,11,9
Personagem_1467,Monge, elfo ,11.0,7.0,17,13,10,13,6
Personagem_1468,Paladino,Halfling,4.0,15.0,10,14,8,7,16
Personagem_1469,Monge,Draconato,4.0,10.0,19,12,10,16,9
Personagem_1470,Ladino,Draconato,7.0,10.0,16,12,12,8,8
Personagem_1471,Druida,Githyanki,5.0,10.0,11,14,9,19,11
Personagem_1472,Feiticeiro,Anão,6.0,9.0,16,12,10,9,20
Personagem_1473,Bardo,Halfling,2.0,6.0,16,10,8,11,17
Personagem_1474,Bardo,Halfling,1.0,12.0,19,10,12,10,15
Personagem_1475,Clérigo,Humano,6.0,10.0,13,12,7,16,10
Personagem_1476,Mago,Draconato,6.0,5.0,16,16,20,13,6
Personagem_1477,Bruxo,Anão,4.0,8.0,15,13,15,11,15
Personagem_1478,Druida,Elfo,5.0,12.0,11,14,10,20,7
Personagem_1479,Bruxo,Tiefling,3.0,7.0,14,12,14,11,15
Personagem_1480,Feiticeiro,Anão,4.0,7.0,15,12,9,7,19
Personagem_1481,Monge,Elfo,9.0,13.0,14,13,9,17,9
Personagem_1482,Bardo,Tiefling,7.0,6.0,15,13,7,9,18
Personagem_1483,Feiticeiro,Draconato,2.0,8.0,11,15,8,7,19
Personagem_1484,Monge,Draconato,13.0,5.0,15,15,6,16,7
Personagem_1485,Bardo,Draconato,6.0,9.0,17,15,10,7,17
Personagem_1486,Monge,Elfo,,10.0,16,14,7,14,9
Personagem_1487,Mago,Elfo,9.0,8.0,14,12,14,11,9
Personagem_1488,Druida,Elfo,9.0,8.0,8,13,10,16,9
Personagem_1489,Patrulheiro,Anão,4.0,13.0,18,15,12,18,5
Personagem_1490,Paladino,Tiefling,2.0,15.0,12,16,9,12,14
Personagem_1491,Feiticeiro,Elfo,6.0,5.0,14,11,11,8,16
Personagem_1492,Feiticeiro,Elfo,10.0,10.0,15,12,10,11,18
Personagem_1493,Patrulheiro,Halfling,7.0,10.0,15,12,12,17,11
Personagem_1494,Guerreiro,Tiefling,,13.0,10,18,12,8,9
Personagem_1495,Ladino,Githyanki,10.0,8.0,17,9,9,12,12
Personagem_1496,Mago,Githyanki,4.0,9.0,14,13,17,10,8
Personagem_1497,Mago,Halfling,7.0,9.0,15,13,17,10,11
Personagem_1498,Patrulheiro,Tiefling,5.0,8.0,15,9,8,14,9
Personagem_1499,Bruxo,Tiefling,6.0,8.0,13,15,7,12,16
Personagem_1500,Monge,Humano,9.0,10.0,15,14,8,13,8
Personagem_1501,Ladino,Humano,10.0,10.0,13,9,11,7,14
Personagem_1502,Druida,Elfo,6.0,9.0,9,14,8,17,12
Personagem_1503,Druida,Anão,2.0,12.0,13,10,10,14,3
Personagem_1504,Patrulheiro,Tiefling,2.0,10.0,17,16,8,16,8
Personagem_1505,Mago,Anão,4.0,6.0,15,12,19,9,11
Personagem_1506,Druida,Tiefling  ,8.0,14.0,12,16,9,16,10
Personagem_1507,Guerreiro,Halfling,7.0,20.0,10,17,6,14,6
Personagem_1508,Feiticeiro,Githyanki,8.0,7.0,16,15,14,10,17
Personagem_1509,Clérigo,Halfling,3.0,16.0,7,12,10,15,12
Personagem_1510,Paladino,Halfling,7.0,18.0,8,17,5,14,16
Personagem_1511,Patrulheiro,Anão,4.0,12.0,15,13,9,15,6
Personagem_1512,Bruxo,Anão,8.0,9.0,15,16,11,8,19
Personagem_1513,Monge,Githyanki,4.0,8.0,15,13,8,14,11
Personagem_1514,Paladino,Elfo,1.0,18.0,8,17,7,11,13
Personagem_1515,Monge,Halfling,5.0,8.0,14,12,5,14,8
Personagem_1516,Bardo,Githyanki,4.0,8.0,10,11,13,11,17
Personagem_1517,Paladino,Humano,5.0,15.0,9,17,8,15,16
Personagem_1518,Clérigo,Githyanki,9.0,10.0,10,11,9,16,11
Personagem_1519,Mago,Halfling,12.0,11.0,12,17,15,12,7
Personagem_1520,Guerreiro,Draconato,9.0,17.0,15,11,7,7,6
Personagem_1521,Feiticeiro,Elfo,7.0,11.0,14,18,8,9,16
Personagem_1522,Feiticeiro,Humano,3.0,9.0,14,13,10,7,17
Personagem_1523,Guerreiro,,8.0,18.0,14,16,9,11,7
Personagem_1524,Ladino,Draconato,2.0,7.0,16,15,10,10,10
Personagem_1525,Bardo,Draconato,8.0,6.0,14,10,13,9,19
Personagem_1526,Monge,Halfling,10.0,12.0,18,16,7,18,11
Personagem_1527,Clérigo,Elfo,4.0,11.0,7,13,7,18,11
Personagem_1528,Druida,Draconato,2.0,5.0,10,10,12,14,7
Personagem_1529,Paladino,Halfling,5.0,15.0,10,16,8,13,15
Personagem_1530,Bardo,Draconato,9.0,9.0,13,11,12,6,16
Personagem_1531,Patrulheiro,Draconato,3.0,10.0,16,8,12,14,6
Personagem_1532,Paladino,Tiefling,,20.0,9,17,9,9,14
Personagem_1533,Clérigo,Tiefling,6.0,12.0,15,14,7,18,12
Personagem_1534,Bruxo,Elfo,3.0,8.0,15,16,14,11,18
Personagem_1535,Bruxo,Halfling,2.0,12.0,9,16,10,9,17
Personagem_1536,Bardo,Halfling,8.0,8.0,15,12,6,11,18
Personagem_1537,Mago,Draconato,11.0,7.0,16,11,18,10,12
Personagem_1538,Clérigo,Elfo,9.0,12.0,11,12,8,20,6
Personagem_1539,Clérigo,Humano,5.0,13.0,9,18,8,19,13
Personagem_1540,Guerreiro,Anão,6.0,16.0,14,14,5,11,10
Personagem_1541,Mago,Halfling,10.0,5.0,15,14,20,14,11
Personagem_1542,Monge,Tiefling,7.0,12.0,14,14,7,14,10
Personagem_1543,Monge,draconato,6.0,8.0,18,15,10,15,11
Personagem_1544,Druida,Draconato,16.0,12.0,12,14,8,18,7
Personagem_1545,Feiticeiro,Elfo,2.0,6.0,12,14,10,9,13
Personagem_1546,Bruxo,Humano,2.0,8.0,11,19,10,12,13
Personagem_1547,Patrulheiro,Anão,6.0,13.0,14,13,8,14,5
Personagem_1548,Monge,HUMANO,8.0,10.0,14,18,9,16,7
Personagem_1549,Mago,Draconato,8.0,7.0,13,13,19,14,9
Personagem_1550,Clérigo,Humano,8.0,10.0,13,15,16,15,15
Personagem_1551,Patrulheiro,Tiefling,8.0,13.0,15,14,9,15,9
Personagem_1552,Monge,Draconato,7.0,9.0,16,16,10,17,10
Personagem_1553,Clérigo,Draconato,6.0,12.0,11,14,9,13,13
Personagem_1554,Monge,Humano,8.0,10.0,12,10,7,12,6
Personagem_1555,Bruxo,Tiefling  ,11.0,9.0,13,12,10,9,19
